dateRep,day,month,year,cases,deaths,countriesAndTerritories
3/3/2021,3,3,2021,7936,215,Poland
2/3/2021,2,3,2021,4786,24,Poland
31-05-2021,31,5,2021,445,0,Portugal
30-05-2021,30,5,2021,609,0,Portugal
29-05-2021,29,5,2021,598,1,Portugal
28-05-2021,28,5,2021,572,0,Portugal
27-05-2021,27,5,2021,594,1,Portugal
26-05-2021,26,5,2021,375,3,Portugal
25-05-2021,25,5,2021,241,1,Portugal
24-05-2021,24,5,2021,413,0,Portugal
23-05-2021,23,5,2021,523,0,Portugal
22-05-2021,22,5,2021,559,3,Portugal
21-05-2021,21,5,2021,451,1,Portugal
20-05-2021,20,5,2021,511,2,Portugal
19-05-2021,19,5,2021,386,2,Portugal
18-05-2021,18,5,2021,199,2,Portugal
17-05-2021,17,5,2021,334,1,Portugal
16-05-2021,16,5,2021,469,7,Portugal
15-05-2021,15,5,2021,450,0,Portugal
14-05-2021,14,5,2021,436,1,Portugal
13-05-2021,13,5,2021,485,4,Portugal
12/5/2021,12,5,2021,268,1,Portugal
11/5/2021,11,5,2021,158,1,Portugal
10/5/2021,10,5,2021,324,1,Portugal
9/5/2021,9,5,2021,406,2,Portugal
8/5/2021,8,5,2021,377,1,Portugal
7/5/2021,7,5,2021,373,5,Portugal
6/5/2021,6,5,2021,387,2,Portugal
5/5/2021,5,5,2021,258,4,Portugal
4/5/2021,4,5,2021,180,0,Portugal
3/5/2021,3,5,2021,330,1,Portugal
2/5/2021,2,5,2021,454,2,Portugal
1/5/2021,1,5,2021,460,0,Portugal
30-04-2021,30,4,2021,470,1,Portugal
29-04-2021,29,4,2021,572,3,Portugal
28-04-2021,28,4,2021,353,5,Portugal
27-04-2021,27,4,2021,196,0,Portugal
26-04-2021,26,4,2021,478,6,Portugal
25-04-2021,25,4,2021,567,2,Portugal
24-04-2021,24,4,2021,506,1,Portugal
23-04-2021,23,4,2021,636,4,Portugal
22-04-2021,22,4,2021,610,1,Portugal
21-04-2021,21,4,2021,424,5,Portugal
20-04-2021,20,4,2021,220,1,Portugal
19-04-2021,19,4,2021,441,3,Portugal
18-04-2021,18,4,2021,649,5,Portugal
17-04-2021,17,4,2021,553,4,Portugal
16-04-2021,16,4,2021,501,2,Portugal
15-04-2021,15,4,2021,684,8,Portugal
14-04-2021,14,4,2021,408,5,Portugal
13-04-2021,13,4,2021,271,2,Portugal
12/4/2021,12,4,2021,566,6,Portugal
11/4/2021,11,4,2021,601,6,Portugal
10/4/2021,10,4,2021,694,5,Portugal
9/4/2021,9,4,2021,602,9,Portugal
8/4/2021,8,4,2021,663,3,Portugal
7/4/2021,7,4,2021,874,2,Portugal
6/4/2021,6,4,2021,159,6,Portugal
5/4/2021,5,4,2021,193,4,Portugal
4/4/2021,4,4,2021,280,7,Portugal
3/4/2021,3,4,2021,548,9,Portugal
2/4/2021,2,4,2021,592,11,Portugal
1/4/2021,1,4,2021,618,3,Portugal
31-03-2021,31,3,2021,388,2,Portugal
30-03-2021,30,3,2021,309,6,Portugal
29-03-2021,29,3,2021,365,10,Portugal
28-03-2021,28,3,2021,344,8,Portugal
27-03-2021,27,3,2021,488,5,Portugal
26-03-2021,26,3,2021,423,9,Portugal
25-03-2021,25,3,2021,575,11,Portugal
24-03-2021,24,3,2021,434,10,Portugal
23-03-2021,23,3,2021,248,16,Portugal
22-03-2021,22,3,2021,450,6,Portugal
21-03-2021,21,3,2021,457,8,Portugal
20-03-2021,20,3,2021,568,11,Portugal
19-03-2021,19,3,2021,485,21,Portugal
18-03-2021,18,3,2021,673,15,Portugal
17-03-2021,17,3,2021,384,13,Portugal
16-03-2021,16,3,2021,256,10,Portugal
15-03-2021,15,3,2021,541,15,Portugal
14-03-2021,14,3,2021,564,19,Portugal
13-03-2021,13,3,2021,577,15,Portugal
12/3/2021,12,3,2021,627,18,Portugal
11/3/2021,11,3,2021,642,22,Portugal
10/3/2021,10,3,2021,847,30,Portugal
9/3/2021,9,3,2021,365,25,Portugal
8/3/2021,8,3,2021,682,28,Portugal
7/3/2021,7,3,2021,1007,26,Portugal
6/3/2021,6,3,2021,949,28,Portugal
5/3/2021,5,3,2021,830,28,Portugal
4/3/2021,4,3,2021,979,41,Portugal
3/3/2021,3,3,2021,691,38,Portugal
2/3/2021,2,3,2021,394,34,Portugal
31-05-2021,31,5,2021,158,29,Romania
30-05-2021,30,5,2021,265,73,Romania
29-05-2021,29,5,2021,321,43,Romania
28-05-2021,28,5,2021,307,39,Romania
27-05-2021,27,5,2021,379,52,Romania
26-05-2021,26,5,2021,381,63,Romania
25-05-2021,25,5,2021,230,36,Romania
24-05-2021,24,5,2021,307,56,Romania
23-05-2021,23,5,2021,455,59,Romania
22-05-2021,22,5,2021,484,49,Romania
21-05-2021,21,5,2021,618,61,Romania
20-05-2021,20,5,2021,707,54,Romania
19-05-2021,19,5,2021,681,91,Romania
18-05-2021,18,5,2021,392,48,Romania
17-05-2021,17,5,2021,565,38,Romania
16-05-2021,16,5,2021,729,72,Romania
15-05-2021,15,5,2021,835,105,Romania
14-05-2021,14,5,2021,953,75,Romania
13-05-2021,13,5,2021,930,98,Romania
12/5/2021,12,5,2021,1156,101,Romania
11/5/2021,11,5,2021,620,68,Romania
10/5/2021,10,5,2021,857,63,Romania
9/5/2021,9,5,2021,1305,104,Romania
8/5/2021,8,5,2021,1422,89,Romania
7/5/2021,7,5,2021,1632,94,Romania
6/5/2021,6,5,2021,1564,142,Romania
5/5/2021,5,5,2021,994,94,Romania
4/5/2021,4,5,2021,682,98,Romania
3/5/2021,3,5,2021,1083,88,Romania
2/5/2021,2,5,2021,1307,85,Romania
1/5/2021,1,5,2021,1636,138,Romania
30-04-2021,30,4,2021,1850,138,Romania
29-04-2021,29,4,2021,2240,150,Romania
28-04-2021,28,4,2021,2019,172,Romania
27-04-2021,27,4,2021,1256,117,Romania
26-04-2021,26,4,2021,1542,127,Romania
25-04-2021,25,4,2021,2201,154,Romania
24-04-2021,24,4,2021,2523,170,Romania
23-04-2021,23,4,2021,2989,150,Romania
22-04-2021,22,4,2021,3006,175,Romania
21-04-2021,21,4,2021,2931,237,Romania
20-04-2021,20,4,2021,1768,149,Romania
19-04-2021,19,4,2021,2265,160,Romania
18-04-2021,18,4,2021,3474,135,Romania
17-04-2021,17,4,2021,3264,137,Romania
16-04-2021,16,4,2021,3852,195,Romania
15-04-2021,15,4,2021,4076,164,Romania
14-04-2021,14,4,2021,3883,193,Romania
13-04-2021,13,4,2021,2323,113,Romania
12/4/2021,12,4,2021,3302,129,Romania
11/4/2021,11,4,2021,4310,139,Romania
10/4/2021,10,4,2021,4942,134,Romania
9/4/2021,9,4,2021,4989,172,Romania
8/4/2021,8,4,2021,5407,175,Romania
7/4/2021,7,4,2021,5231,196,Romania
6/4/2021,6,4,2021,3611,120,Romania
5/4/2021,5,4,2021,4151,97,Romania
4/4/2021,4,4,2021,5498,154,Romania
3/4/2021,3,4,2021,5808,145,Romania
2/4/2021,2,4,2021,6115,136,Romania
1/4/2021,1,4,2021,6156,129,Romania
31-03-2021,31,3,2021,6204,175,Romania
30-03-2021,30,3,2021,3825,120,Romania
29-03-2021,29,3,2021,4439,117,Romania
28-03-2021,28,3,2021,5869,162,Romania
27-03-2021,27,3,2021,6516,116,Romania
26-03-2021,26,3,2021,6651,140,Romania
25-03-2021,25,3,2021,6136,137,Romania
24-03-2021,24,3,2021,6149,174,Romania
23-03-2021,23,3,2021,3743,60,Romania
22-03-2021,22,3,2021,4267,76,Romania
21-03-2021,21,3,2021,6096,112,Romania
20-03-2021,20,3,2021,5593,143,Romania
19-03-2021,19,3,2021,6174,90,Romania
18-03-2021,18,3,2021,6186,89,Romania
17-03-2021,17,3,2021,6118,133,Romania
16-03-2021,16,3,2021,2972,82,Romania
15-03-2021,15,3,2021,4383,44,Romania
14-03-2021,14,3,2021,4964,79,Romania
13-03-2021,13,3,2021,5010,108,Romania
12/3/2021,12,3,2021,5236,96,Romania
11/3/2021,11,3,2021,4564,100,Romania
10/3/2021,10,3,2021,4989,93,Romania
9/3/2021,9,3,2021,2280,63,Romania
8/3/2021,8,3,2021,3288,46,Romania
7/3/2021,7,3,2021,4064,69,Romania
6/3/2021,6,3,2021,4342,101,Romania
5/3/2021,5,3,2021,4271,98,Romania
4/3/2021,4,3,2021,4278,77,Romania
3/3/2021,3,3,2021,3950,106,Romania
2/3/2021,2,3,2021,2096,53,Romania
31-05-2021,31,5,2021,200,4,Slovakia
30-05-2021,30,5,2021,355,2,Slovakia
29-05-2021,29,5,2021,134,13,Slovakia
28-05-2021,28,5,2021,335,8,Slovakia
27-05-2021,27,5,2021,362,11,Slovakia
26-05-2021,26,5,2021,132,5,Slovakia
25-05-2021,25,5,2021,412,4,Slovakia
24-05-2021,24,5,2021,376,6,Slovakia
23-05-2021,23,5,2021,464,6,Slovakia
22-05-2021,22,5,2021,354,8,Slovakia
21-05-2021,21,5,2021,347,10,Slovakia
20-05-2021,20,5,2021,512,14,Slovakia
19-05-2021,19,5,2021,19,10,Slovakia
18-05-2021,18,5,2021,552,14,Slovakia
17-05-2021,17,5,2021,386,21,Slovakia
16-05-2021,16,5,2021,377,35,Slovakia
15-05-2021,15,5,2021,605,33,Slovakia
14-05-2021,14,5,2021,560,39,Slovakia
13-05-2021,13,5,2021,608,19,Slovakia
12/5/2021,12,5,2021,666,26,Slovakia
11/5/2021,11,5,2021,778,32,Slovakia
10/5/2021,10,5,2021,710,29,Slovakia
9/5/2021,9,5,2021,351,44,Slovakia
8/5/2021,8,5,2021,833,26,Slovakia
7/5/2021,7,5,2021,751,34,Slovakia
6/5/2021,6,5,2021,706,31,Slovakia
5/5/2021,5,5,2021,1094,48,Slovakia
4/5/2021,4,5,2021,926,41,Slovakia
3/5/2021,3,5,2021,629,34,Slovakia
2/5/2021,2,5,2021,1015,48,Slovakia
1/5/2021,1,5,2021,1154,37,Slovakia
30-04-2021,30,4,2021,998,36,Slovakia
29-04-2021,29,4,2021,1062,39,Slovakia
28-04-2021,28,4,2021,1193,41,Slovakia
27-04-2021,27,4,2021,1193,36,Slovakia
26-04-2021,26,4,2021,688,37,Slovakia
25-04-2021,25,4,2021,1369,53,Slovakia
24-04-2021,24,4,2021,1531,48,Slovakia
23-04-2021,23,4,2021,1049,53,Slovakia
22-04-2021,22,4,2021,1336,60,Slovakia
21-04-2021,21,4,2021,1409,72,Slovakia
20-04-2021,20,4,2021,1469,66,Slovakia
19-04-2021,19,4,2021,721,63,Slovakia
18-04-2021,18,4,2021,1642,73,Slovakia
17-04-2021,17,4,2021,1586,93,Slovakia
16-04-2021,16,4,2021,1316,79,Slovakia
15-04-2021,15,4,2021,1524,82,Slovakia
14-04-2021,14,4,2021,1761,86,Slovakia
13-04-2021,13,4,2021,1784,65,Slovakia
12/4/2021,12,4,2021,840,78,Slovakia
11/4/2021,11,4,2021,1981,76,Slovakia
10/4/2021,10,4,2021,2013,89,Slovakia
9/4/2021,9,4,2021,1692,79,Slovakia
8/4/2021,8,4,2021,2542,149,Slovakia
7/4/2021,7,4,2021,2629,0,Slovakia
6/4/2021,6,4,2021,972,69,Slovakia
5/4/2021,5,4,2021,707,77,Slovakia
4/4/2021,4,4,2021,2579,71,Slovakia
3/4/2021,3,4,2021,1381,87,Slovakia
2/4/2021,2,4,2021,2626,71,Slovakia
1/4/2021,1,4,2021,2520,95,Slovakia
31-03-2021,31,3,2021,3063,82,Slovakia
30-03-2021,30,3,2021,2689,46,Slovakia
29-03-2021,29,3,2021,1510,70,Slovakia
28-03-2021,28,3,2021,3129,53,Slovakia
27-03-2021,27,3,2021,3197,60,Slovakia
26-03-2021,26,3,2021,2633,52,Slovakia
25-03-2021,25,3,2021,3062,71,Slovakia
24-03-2021,24,3,2021,3490,86,Slovakia
23-03-2021,23,3,2021,3047,60,Slovakia
22-03-2021,22,3,2021,1966,66,Slovakia
21-03-2021,21,3,2021,3621,84,Slovakia
20-03-2021,20,3,2021,3817,80,Slovakia
19-03-2021,19,3,2021,3291,76,Slovakia
18-03-2021,18,3,2021,3590,69,Slovakia
17-03-2021,17,3,2021,4715,64,Slovakia
16-03-2021,16,3,2021,3802,77,Slovakia
15-03-2021,15,3,2021,2314,88,Slovakia
14-03-2021,14,3,2021,4687,94,Slovakia
13-03-2021,13,3,2021,4742,102,Slovakia
12/3/2021,12,3,2021,4153,98,Slovakia
11/3/2021,11,3,2021,3943,109,Slovakia
10/3/2021,10,3,2021,5645,116,Slovakia
9/3/2021,9,3,2021,4811,85,Slovakia
8/3/2021,8,3,2021,2696,97,Slovakia
7/3/2021,7,3,2021,5210,74,Slovakia
6/3/2021,6,3,2021,5363,105,Slovakia
5/3/2021,5,3,2021,4821,71,Slovakia
4/3/2021,4,3,2021,5285,101,Slovakia
3/3/2021,3,3,2021,6107,118,Slovakia
2/3/2021,2,3,2021,5260,81,Slovakia
31-05-2021,31,5,2021,138,3,Slovenia
30-05-2021,30,5,2021,353,2,Slovenia
29-05-2021,29,5,2021,292,2,Slovenia
28-05-2021,28,5,2021,362,3,Slovenia
27-05-2021,27,5,2021,388,8,Slovenia
26-05-2021,26,5,2021,325,0,Slovenia
25-05-2021,25,5,2021,83,0,Slovenia
24-05-2021,24,5,2021,159,1,Slovenia
23-05-2021,23,5,2021,383,4,Slovenia
22-05-2021,22,5,2021,331,6,Slovenia
21-05-2021,21,5,2021,364,4,Slovenia
20-05-2021,20,5,2021,532,4,Slovenia
19-05-2021,19,5,2021,497,4,Slovenia
18-05-2021,18,5,2021,114,3,Slovenia
17-05-2021,17,5,2021,296,6,Slovenia
16-05-2021,16,5,2021,494,5,Slovenia
15-05-2021,15,5,2021,473,9,Slovenia
14-05-2021,14,5,2021,598,8,Slovenia
13-05-2021,13,5,2021,724,1,Slovenia
12/5/2021,12,5,2021,494,3,Slovenia
11/5/2021,11,5,2021,147,5,Slovenia
10/5/2021,10,5,2021,291,6,Slovenia
9/5/2021,9,5,2021,634,6,Slovenia
8/5/2021,8,5,2021,603,10,Slovenia
7/5/2021,7,5,2021,835,11,Slovenia
6/5/2021,6,5,2021,931,8,Slovenia
5/5/2021,5,5,2021,907,2,Slovenia
4/5/2021,4,5,2021,210,1,Slovenia
3/5/2021,3,5,2021,363,9,Slovenia
2/5/2021,2,5,2021,1018,7,Slovenia
1/5/2021,1,5,2021,949,22,Slovenia
30-04-2021,30,4,2021,922,0,Slovenia
29-04-2021,29,4,2021,398,5,Slovenia
28-04-2021,28,4,2021,804,4,Slovenia
27-04-2021,27,4,2021,191,0,Slovenia
26-04-2021,26,4,2021,0,0,Slovenia
25-04-2021,25,4,2021,415,4,Slovenia
24-04-2021,24,4,2021,1802,26,Slovenia
23-04-2021,23,4,2021,743,12,Slovenia
22-04-2021,22,4,2021,1035,5,Slovenia
21-04-2021,21,4,2021,720,13,Slovenia
20-04-2021,20,4,2021,236,0,Slovenia
19-04-2021,19,4,2021,484,4,Slovenia
18-04-2021,18,4,2021,765,39,Slovenia
17-04-2021,17,4,2021,862,1,Slovenia
16-04-2021,16,4,2021,890,1,Slovenia
15-04-2021,15,4,2021,1238,0,Slovenia
14-04-2021,14,4,2021,1051,5,Slovenia
13-04-2021,13,4,2021,288,3,Slovenia
12/4/2021,12,4,2021,549,1,Slovenia
11/4/2021,11,4,2021,1251,0,Slovenia
10/4/2021,10,4,2021,1279,16,Slovenia
9/4/2021,9,4,2021,1531,16,Slovenia
8/4/2021,8,4,2021,1188,6,Slovenia
7/4/2021,7,4,2021,276,0,Slovenia
6/4/2021,6,4,2021,283,1,Slovenia
5/4/2021,5,4,2021,721,3,Slovenia
4/4/2021,4,4,2021,1297,4,Slovenia
3/4/2021,3,4,2021,1179,18,Slovenia
2/4/2021,2,4,2021,1341,14,Slovenia
1/4/2021,1,4,2021,1560,10,Slovenia
31-03-2021,31,3,2021,1079,8,Slovenia
30-03-2021,30,3,2021,286,1,Slovenia
29-03-2021,29,3,2021,641,3,Slovenia
28-03-2021,28,3,2021,1251,11,Slovenia
27-03-2021,27,3,2021,1034,8,Slovenia
26-03-2021,26,3,2021,1164,8,Slovenia
25-03-2021,25,3,2021,1289,15,Slovenia
24-03-2021,24,3,2021,983,6,Slovenia
23-03-2021,23,3,2021,290,0,Slovenia
22-03-2021,22,3,2021,517,1,Slovenia
21-03-2021,21,3,2021,1031,7,Slovenia
20-03-2021,20,3,2021,934,12,Slovenia
19-03-2021,19,3,2021,973,15,Slovenia
18-03-2021,18,3,2021,1111,4,Slovenia
17-03-2021,17,3,2021,882,0,Slovenia
16-03-2021,16,3,2021,204,2,Slovenia
15-03-2021,15,3,2021,521,3,Slovenia
14-03-2021,14,3,2021,852,10,Slovenia
13-03-2021,13,3,2021,768,8,Slovenia
12/3/2021,12,3,2021,860,17,Slovenia
11/3/2021,11,3,2021,952,11,Slovenia
10/3/2021,10,3,2021,741,0,Slovenia
9/3/2021,9,3,2021,213,0,Slovenia
8/3/2021,8,3,2021,382,28,Slovenia
7/3/2021,7,3,2021,921,0,Slovenia
6/3/2021,6,3,2021,884,0,Slovenia
5/3/2021,5,3,2021,1015,13,Slovenia
4/3/2021,4,3,2021,1210,4,Slovenia
3/3/2021,3,3,2021,732,11,Slovenia
2/3/2021,2,3,2021,243,2,Slovenia
31-05-2021,31,5,2021,9732,48,Spain
30-05-2021,30,5,2021,0,0,Spain
29-05-2021,29,5,2021,0,0,Spain
28-05-2021,28,5,2021,5482,17,Spain
27-05-2021,27,5,2021,5290,33,Spain
26-05-2021,26,5,2021,5007,54,Spain
25-05-2021,25,5,2021,5359,90,Spain
24-05-2021,24,5,2021,11067,91,Spain
23-05-2021,23,5,2021,0,0,Spain
22-05-2021,22,5,2021,0,0,Spain
21-05-2021,21,5,2021,4792,19,Spain
20-05-2021,20,5,2021,5733,33,Spain
19-05-2021,19,5,2021,6080,66,Spain
18-05-2021,18,5,2021,3988,70,Spain
17-05-2021,17,5,2021,11061,93,Spain
16-05-2021,16,5,2021,0,0,Spain
15-05-2021,15,5,2021,0,0,Spain
14-05-2021,14,5,2021,6347,58,Spain
13-05-2021,13,5,2021,5701,73,Spain
12/5/2021,12,5,2021,6418,108,Spain
11/5/2021,11,5,2021,4941,205,Spain
10/5/2021,10,5,2021,13984,103,Spain
9/5/2021,9,5,2021,0,0,Spain
8/5/2021,8,5,2021,0,0,Spain
7/5/2021,7,5,2021,8186,66,Spain
6/5/2021,6,5,2021,7960,160,Spain
5/5/2021,5,5,2021,6317,167,Spain
4/5/2021,4,5,2021,4515,106,Spain
3/5/2021,3,5,2021,16353,77,Spain
2/5/2021,2,5,2021,0,0,Spain
1/5/2021,1,5,2021,0,0,Spain
30-04-2021,30,4,2021,9135,136,Spain
29-04-2021,29,4,2021,10143,137,Spain
28-04-2021,28,4,2021,8665,88,Spain
27-04-2021,27,4,2021,7665,117,Spain
26-04-2021,26,4,2021,19852,147,Spain
25-04-2021,25,4,2021,0,0,Spain
24-04-2021,24,4,2021,0,0,Spain
23-04-2021,23,4,2021,11731,95,Spain
22-04-2021,22,4,2021,10814,132,Spain
21-04-2021,21,4,2021,10232,148,Spain
20-04-2021,20,4,2021,7486,114,Spain
19-04-2021,19,4,2021,21071,121,Spain
18-04-2021,18,4,2021,0,0,Spain
17-04-2021,17,4,2021,0,0,Spain
16-04-2021,16,4,2021,10598,99,Spain
15-04-2021,15,4,2021,9663,126,Spain
14-04-2021,14,4,2021,10474,131,Spain
13-04-2021,13,4,2021,6292,100,Spain
12/4/2021,12,4,2021,22744,197,Spain
11/4/2021,11,4,2021,0,0,Spain
10/4/2021,10,4,2021,0,0,Spain
9/4/2021,9,4,2021,10875,149,Spain
8/4/2021,8,4,2021,9901,142,Spain
7/4/2021,7,4,2021,8788,126,Spain
6/4/2021,6,4,2021,6623,128,Spain
5/4/2021,5,4,2021,10360,85,Spain
4/4/2021,4,4,2021,0,0,Spain
3/4/2021,3,4,2021,9571,157,Spain
2/4/2021,2,4,2021,0,0,Spain
1/4/2021,1,4,2021,7041,82,Spain
31-03-2021,31,3,2021,8534,154,Spain
30-03-2021,30,3,2021,4994,106,Spain
29-03-2021,29,3,2021,15501,189,Spain
28-03-2021,28,3,2021,0,0,Spain
27-03-2021,27,3,2021,0,0,Spain
26-03-2021,26,3,2021,7586,590,Spain
25-03-2021,25,3,2021,6393,356,Spain
24-03-2021,24,3,2021,7026,320,Spain
23-03-2021,23,3,2021,5516,201,Spain
22-03-2021,22,3,2021,16471,633,Spain
21-03-2021,21,3,2021,0,0,Spain
20-03-2021,20,3,2021,0,0,Spain
19-03-2021,19,3,2021,0,0,Spain
18-03-2021,18,3,2021,6216,117,Spain
17-03-2021,17,3,2021,6092,228,Spain
16-03-2021,16,3,2021,4962,141,Spain
15-03-2021,15,3,2021,11358,166,Spain
14-03-2021,14,3,2021,0,0,Spain
13-03-2021,13,3,2021,0,0,Spain
12/3/2021,12,3,2021,5348,173,Spain
11/3/2021,11,3,2021,6255,124,Spain
10/3/2021,10,3,2021,7163,234,Spain
9/3/2021,9,3,2021,3968,291,Spain
8/3/2021,8,3,2021,11958,298,Spain
7/3/2021,7,3,2021,0,0,Spain
6/3/2021,6,3,2021,0,0,Spain
5/3/2021,5,3,2021,6654,637,Spain
4/3/2021,4,3,2021,6037,254,Spain
3/3/2021,3,3,2021,6137,446,Spain
2/3/2021,2,3,2021,4517,192,Spain
31-05-2021,31,5,2021,1900,1,Sweden
30-05-2021,30,5,2021,1949,5,Sweden
29-05-2021,29,5,2021,285,8,Sweden
28-05-2021,28,5,2021,297,2,Sweden
27-05-2021,27,5,2021,90,8,Sweden
26-05-2021,26,5,2021,1419,7,Sweden
25-05-2021,25,5,2021,2740,9,Sweden
24-05-2021,24,5,2021,1195,7,Sweden
23-05-2021,23,5,2021,620,4,Sweden
22-05-2021,22,5,2021,1909,11,Sweden
21-05-2021,21,5,2021,2322,9,Sweden
20-05-2021,20,5,2021,3165,12,Sweden
19-05-2021,19,5,2021,3409,12,Sweden
18-05-2021,18,5,2021,4646,7,Sweden
17-05-2021,17,5,2021,2109,9,Sweden
16-05-2021,16,5,2021,1408,9,Sweden
15-05-2021,15,5,2021,3969,13,Sweden
14-05-2021,14,5,2021,2582,12,Sweden
13-05-2021,13,5,2021,3918,24,Sweden
12/5/2021,12,5,2021,5268,19,Sweden
11/5/2021,11,5,2021,6313,11,Sweden
10/5/2021,10,5,2021,2461,10,Sweden
9/5/2021,9,5,2021,1657,20,Sweden
8/5/2021,8,5,2021,4479,15,Sweden
7/5/2021,7,5,2021,5245,19,Sweden
6/5/2021,6,5,2021,5718,13,Sweden
5/5/2021,5,5,2021,6483,10,Sweden
4/5/2021,4,5,2021,7035,15,Sweden
3/5/2021,3,5,2021,3069,12,Sweden
2/5/2021,2,5,2021,1719,17,Sweden
1/5/2021,1,5,2021,4754,12,Sweden
30-04-2021,30,4,2021,5423,12,Sweden
29-04-2021,29,4,2021,5931,16,Sweden
28-04-2021,28,4,2021,7147,19,Sweden
27-04-2021,27,4,2021,7268,20,Sweden
26-04-2021,26,4,2021,3071,22,Sweden
25-04-2021,25,4,2021,1756,10,Sweden
24-04-2021,24,4,2021,4568,20,Sweden
23-04-2021,23,4,2021,5504,13,Sweden
22-04-2021,22,4,2021,6250,17,Sweden
21-04-2021,21,4,2021,7706,16,Sweden
20-04-2021,20,4,2021,7537,24,Sweden
19-04-2021,19,4,2021,2714,25,Sweden
18-04-2021,18,4,2021,2514,15,Sweden
17-04-2021,17,4,2021,4984,16,Sweden
16-04-2021,16,4,2021,6441,19,Sweden
15-04-2021,15,4,2021,7666,14,Sweden
14-04-2021,14,4,2021,7095,25,Sweden
13-04-2021,13,4,2021,8872,28,Sweden
12/4/2021,12,4,2021,3473,20,Sweden
11/4/2021,11,4,2021,2390,17,Sweden
10/4/2021,10,4,2021,5628,16,Sweden
9/4/2021,9,4,2021,7630,11,Sweden
8/4/2021,8,4,2021,7757,24,Sweden
7/4/2021,7,4,2021,7832,22,Sweden
6/4/2021,6,4,2021,6813,22,Sweden
5/4/2021,5,4,2021,3105,12,Sweden
4/4/2021,4,4,2021,1449,23,Sweden
3/4/2021,3,4,2021,3405,14,Sweden
2/4/2021,2,4,2021,6841,18,Sweden
1/4/2021,1,4,2021,6978,22,Sweden
31-03-2021,31,3,2021,8293,25,Sweden
30-03-2021,30,3,2021,8468,23,Sweden
29-03-2021,29,3,2021,2963,16,Sweden
28-03-2021,28,3,2021,1983,23,Sweden
27-03-2021,27,3,2021,5197,17,Sweden
26-03-2021,26,3,2021,6295,19,Sweden
25-03-2021,25,3,2021,6369,22,Sweden
24-03-2021,24,3,2021,7707,22,Sweden
23-03-2021,23,3,2021,7652,15,Sweden
22-03-2021,22,3,2021,2689,14,Sweden
21-03-2021,21,3,2021,1579,16,Sweden
20-03-2021,20,3,2021,4380,18,Sweden
19-03-2021,19,3,2021,5406,25,Sweden
18-03-2021,18,3,2021,5739,11,Sweden
17-03-2021,17,3,2021,6432,18,Sweden
16-03-2021,16,3,2021,6786,19,Sweden
15-03-2021,15,3,2021,2715,15,Sweden
14-03-2021,14,3,2021,1040,21,Sweden
13-03-2021,13,3,2021,3953,22,Sweden
12/3/2021,12,3,2021,4994,19,Sweden
11/3/2021,11,3,2021,5333,19,Sweden
10/3/2021,10,3,2021,5329,15,Sweden
9/3/2021,9,3,2021,5928,20,Sweden
8/3/2021,8,3,2021,1982,20,Sweden
7/3/2021,7,3,2021,1451,24,Sweden
6/3/2021,6,3,2021,3455,17,Sweden
5/3/2021,5,3,2021,4069,12,Sweden
4/3/2021,4,3,2021,4884,14,Sweden
3/3/2021,3,3,2021,4876,19,Sweden
2/3/2021,2,3,2021,6191,19,Sweden
